,Season,Game,HR,Team,TOI(min)
1166,2012,20584,Home,CBJ,52.966666666666676
1167,2012,20584,Road,SJS,52.966666666666676
1168,2012,20585,Home,MTL,56.53333333333334
1169,2012,20585,Road,WSH,56.53333333333334
1170,2012,20586,Home,TBL,43.516666666666666
1171,2012,20586,Road,OTT,43.516666666666666
1172,2012,20587,Home,WPG,51.583333333333336
1173,2012,20587,Road,BUF,51.583333333333336
1174,2012,20588,Home,NSH,57.900000000000006
1175,2012,20588,Road,STL,57.900000000000006
1176,2012,20589,Home,MIN,51.78333333333334
1177,2012,20589,Road,CHI,51.78333333333334
1178,2012,20590,Home,DAL,44.68333333333334
1179,2012,20590,Road,LAK,44.68333333333334
1180,2012,20591,Home,NJD,39.766666666666666
1181,2012,20591,Road,BOS,39.766666666666666
1182,2012,20592,Home,NYR,50.96666666666667
1183,2012,20592,Road,TOR,50.96666666666667
1184,2012,20593,Home,CGY,47.36666666666666
1185,2012,20593,Road,VAN,47.36666666666666
1186,2012,20594,Home,EDM,45.15
1187,2012,20594,Road,PHX,45.15
1188,2012,20595,Home,ANA,51.18333333333334
1189,2012,20595,Road,COL,51.18333333333334
1190,2012,20596,Home,BOS,56.31666666666666
1191,2012,20596,Road,NYI,56.31666666666666
1192,2012,20597,Home,BUF,43.050000000000004
1193,2012,20597,Road,MTL,43.050000000000004
1194,2012,20598,Home,PHI,45.400000000000006
1195,2012,20598,Road,OTT,45.400000000000006
1196,2012,20599,Home,WSH,51.71666666666666
1197,2012,20599,Road,CAR,51.71666666666666
1198,2012,20600,Home,TBL,43.53333333333333
1199,2012,20600,Road,PIT,43.53333333333333
1200,2012,20601,Home,DET,47.36666666666666
1201,2012,20601,Road,SJS,47.36666666666666
1202,2012,20602,Home,WPG,48.03333333333334
1203,2012,20602,Road,FLA,48.03333333333334
1204,2012,20603,Home,MIN,53.63333333333334
1205,2012,20603,Road,STL,53.63333333333334
1206,2012,20604,Home,LAK,50.28333333333333
1207,2012,20604,Road,COL,50.28333333333333
1208,2012,20605,Home,NJD,48.18333333333334
1209,2012,20605,Road,OTT,48.18333333333334
1210,2012,20606,Home,CBJ,51.88333333333333
1211,2012,20606,Road,STL,51.88333333333333
1212,2012,20607,Home,NSH,48.966666666666676
1213,2012,20607,Road,DAL,48.966666666666676
1214,2012,20608,Home,CHI,46.78333333333333
1215,2012,20608,Road,DET,46.78333333333333
1216,2012,20609,Home,CGY,55.66666666666667
1217,2012,20609,Road,PHX,55.66666666666667
1218,2012,20610,Home,BUF,49.46666666666667
1219,2012,20610,Road,PHI,49.46666666666667
1220,2012,20611,Home,COL,50.933333333333344
1221,2012,20611,Road,VAN,50.933333333333344
1222,2012,20612,Home,TOR,44.25
1223,2012,20612,Road,MTL,44.25
1224,2012,20613,Home,NYI,47.56666666666667
1225,2012,20613,Road,NYR,47.56666666666667
1226,2012,20614,Home,WSH,50.18333333333333
1227,2012,20614,Road,TBL,50.18333333333333
1228,2012,20615,Home,CAR,51.00000000000001
1229,2012,20615,Road,BOS,51.00000000000001
1230,2012,20616,Home,FLA,49.85
1231,2012,20616,Road,PIT,49.85
1232,2012,20617,Home,MIN,48.30000000000001
1233,2012,20617,Road,CBJ,48.30000000000001
1234,2012,20618,Home,DAL,52.06666666666666
1235,2012,20618,Road,SJS,52.06666666666666
1236,2012,20619,Home,EDM,44.85
1237,2012,20619,Road,CGY,44.85
1238,2012,20620,Home,LAK,49.78333333333333
1239,2012,20620,Road,ANA,49.78333333333333
1240,2012,20621,Home,STL,44.550000000000004
1241,2012,20621,Road,CHI,44.550000000000004
1242,2012,20622,Home,BUF,52.73333333333334
1243,2012,20622,Road,TBL,52.73333333333334
1244,2012,20623,Home,NSH,52.03333333333334
1245,2012,20623,Road,DET,52.03333333333334
1246,2012,20624,Home,BOS,51.3
1247,2012,20624,Road,OTT,51.3
1248,2012,20625,Home,TOR,48.06666666666666
1249,2012,20625,Road,NJD,48.06666666666666
1250,2012,20626,Home,MTL,33.333333333333336
1251,2012,20626,Road,PHI,33.333333333333336
1252,2012,20627,Home,CHI,48.45
1253,2012,20627,Road,DAL,48.45
1254,2012,20628,Home,NSH,52.416666666666664
1255,2012,20628,Road,VAN,52.416666666666664
1256,2012,20629,Home,COL,55.75
1257,2012,20629,Road,CBJ,55.75
1258,2012,20630,Home,CGY,51.833333333333336
1259,2012,20630,Road,MIN,51.833333333333336
1260,2012,20631,Home,PHX,52.05000000000001
1261,2012,20631,Road,SJS,52.05000000000001
1262,2012,20632,Home,NYI,47.66666666666667
1263,2012,20632,Road,FLA,47.66666666666667
1264,2012,20633,Home,WSH,45.216666666666676
1265,2012,20633,Road,TOR,45.216666666666676
1266,2012,20634,Home,OTT,46.550000000000004
1267,2012,20634,Road,CAR,46.550000000000004
1268,2012,20635,Home,PHI,48.0
1269,2012,20635,Road,NYR,48.0
1270,2012,20636,Home,WPG,53.1
1271,2012,20636,Road,TBL,53.1
1272,2012,20637,Home,STL,48.466666666666676
1273,2012,20637,Road,VAN,48.466666666666676
1274,2012,20638,Home,EDM,53.71666666666667
1275,2012,20638,Road,MIN,53.71666666666667
1276,2012,20639,Home,SJS,46.91666666666667
1277,2012,20639,Road,LAK,46.91666666666667
1278,2012,20640,Home,PIT,42.766666666666666
1279,2012,20640,Road,MTL,42.766666666666666
1280,2012,20641,Home,BOS,49.91666666666668
1281,2012,20641,Road,BUF,49.91666666666668
1282,2012,20642,Home,CGY,50.86666666666667
1283,2012,20642,Road,DET,50.86666666666667
1284,2012,20643,Home,ANA,49.1
1285,2012,20643,Road,CBJ,49.1
1286,2012,20644,Home,TOR,51.31666666666667
1287,2012,20644,Road,NYI,51.31666666666667
1288,2012,20645,Home,NYR,53.75000000000001
1289,2012,20645,Road,FLA,53.75000000000001
1290,2012,20646,Home,MTL,45.31666666666668
1291,2012,20646,Road,TBL,45.31666666666668
1292,2012,20647,Home,OTT,50.45
1293,2012,20647,Road,WSH,50.45
1294,2012,20648,Home,PHI,48.68333333333334
1295,2012,20648,Road,NJD,48.68333333333334
1296,2012,20649,Home,WPG,47.866666666666674
1297,2012,20649,Road,CAR,47.866666666666674
1298,2012,20650,Home,STL,49.93333333333333
1299,2012,20650,Road,PHX,49.93333333333333
1300,2012,20651,Home,DAL,47.16666666666667
1301,2012,20651,Road,VAN,47.16666666666667
1302,2012,20652,Home,LAK,49.61666666666667
1303,2012,20652,Road,CBJ,49.61666666666667
1304,2012,20653,Home,SJS,60.4
1305,2012,20653,Road,MIN,60.4
1306,2012,20654,Home,BOS,44.5
1307,2012,20654,Road,PIT,44.5
1308,2012,20655,Home,BUF,53.150000000000006
1309,2012,20655,Road,NYR,53.150000000000006
1310,2012,20656,Home,STL,51.06666666666667
1311,2012,20656,Road,DAL,51.06666666666667
1312,2012,20657,Home,CHI,52.73333333333334
1313,2012,20657,Road,NSH,52.73333333333334
1314,2012,20658,Home,COL,43.81666666666667
1315,2012,20658,Road,EDM,43.81666666666667
1316,2012,20659,Home,CGY,50.050000000000004
1317,2012,20659,Road,ANA,50.050000000000004
1318,2012,20660,Home,NJD,53.58333333333334
1319,2012,20660,Road,FLA,53.58333333333334
1320,2012,20661,Home,WPG,48.78333333333334
1321,2012,20661,Road,NYI,48.78333333333334
1322,2012,20662,Home,MTL,47.41666666666667
1323,2012,20662,Road,WSH,47.41666666666667
1324,2012,20663,Home,OTT,52.65
1325,2012,20663,Road,TOR,52.65
1326,2012,20664,Home,PIT,53.53333333333333
1327,2012,20664,Road,BUF,53.53333333333333
1328,2012,20665,Home,CAR,48.28333333333334
1329,2012,20665,Road,PHI,48.28333333333334
1330,2012,20666,Home,CHI,44.583333333333336
1331,2012,20666,Road,PHX,44.583333333333336
1332,2012,20667,Home,VAN,47.8
1333,2012,20667,Road,DET,47.8
1334,2012,20668,Home,BOS,52.68333333333334
1335,2012,20668,Road,FLA,52.68333333333334
1336,2012,20669,Home,TBL,50.03333333333333
1337,2012,20669,Road,CAR,50.03333333333333
1338,2012,20670,Home,MIN,51.866666666666674
1339,2012,20670,Road,CGY,51.866666666666674
1340,2012,20671,Home,NYR,45.466666666666676
1341,2012,20671,Road,NJD,45.466666666666676
1342,2012,20672,Home,COL,50.43333333333333
1343,2012,20672,Road,STL,50.43333333333333
1344,2012,20673,Home,EDM,43.60000000000001
1345,2012,20673,Road,ANA,43.60000000000001
1346,2012,20674,Home,SJS,52.01666666666667
1347,2012,20674,Road,CBJ,52.01666666666667
1348,2012,20675,Home,LAK,39.86666666666666
1349,2012,20675,Road,DAL,39.86666666666666
1350,2012,20676,Home,BUF,53.849999999999994
1351,2012,20676,Road,WPG,53.849999999999994
1352,2012,20677,Home,OTT,38.28333333333334
1353,2012,20677,Road,PIT,38.28333333333334
1354,2012,20678,Home,DET,45.5
1355,2012,20678,Road,PHX,45.5
1356,2012,20679,Home,EDM,49.75000000000001
1357,2012,20679,Road,ANA,49.75000000000001
1358,2012,20680,Home,VAN,42.550000000000004
1359,2012,20680,Road,CHI,42.550000000000004
1360,2012,20681,Home,NJD,48.80000000000001
1361,2012,20681,Road,MTL,48.80000000000001
1362,2012,20682,Home,WSH,53.25
1363,2012,20682,Road,WPG,53.25
1364,2012,20683,Home,CAR,56.86666666666667
1365,2012,20683,Road,NYI,56.86666666666667
1366,2012,20684,Home,PHI,50.23333333333334
1367,2012,20684,Road,BOS,50.23333333333334
1368,2012,20685,Home,FLA,51.20000000000001
1369,2012,20685,Road,NYR,51.20000000000001
1370,2012,20686,Home,STL,48.15
1371,2012,20686,Road,COL,48.15
1372,2012,20687,Home,NSH,50.43333333333333
1373,2012,20687,Road,CGY,50.43333333333333
1374,2012,20688,Home,MIN,56.15
1375,2012,20688,Road,LAK,56.15
1376,2012,20689,Home,SJS,51.75
1377,2012,20689,Road,DAL,51.75
1378,2012,20690,Home,TBL,52.5
1379,2012,20690,Road,TOR,52.5
1380,2012,20691,Home,DET,50.50000000000001
1381,2012,20691,Road,LAK,50.50000000000001
1382,2012,20692,Home,EDM,48.01666666666667
1383,2012,20692,Road,CHI,48.01666666666667
1384,2012,20693,Home,PHX,47.56666666666667
1385,2012,20693,Road,SJS,47.56666666666667
1386,2012,20694,Home,PHI,51.333333333333336
1387,2012,20694,Road,NYI,51.333333333333336
1388,2012,20695,Home,WSH,48.20000000000001
1389,2012,20695,Road,OTT,48.20000000000001
1390,2012,20696,Home,CAR,52.25
1391,2012,20696,Road,NYR,52.25
1392,2012,20697,Home,NJD,52.88333333333334
1393,2012,20697,Road,PIT,52.88333333333334
1394,2012,20698,Home,FLA,53.266666666666666
1395,2012,20698,Road,TOR,53.266666666666666
1396,2012,20699,Home,DET,46.516666666666666
1397,2012,20699,Road,NSH,46.516666666666666
1398,2012,20700,Home,WPG,49.98333333333334
1399,2012,20700,Road,MTL,49.98333333333334
1400,2012,20701,Home,STL,45.1
1401,2012,20701,Road,CGY,45.1
1402,2012,20702,Home,DAL,47.85000000000001
1403,2012,20702,Road,CBJ,47.85000000000001
1404,2012,20703,Home,VAN,50.38333333333333
1405,2012,20703,Road,ANA,50.38333333333333
1406,2012,20704,Home,BUF,52.38333333333334
1407,2012,20704,Road,NYI,52.38333333333334
1408,2012,20705,Home,MIN,55.033333333333346
1409,2012,20705,Road,EDM,55.033333333333346
1410,2012,20706,Home,CHI,56.6
1411,2012,20706,Road,CGY,56.6
1412,2012,20707,Home,PHX,45.366666666666674
1413,2012,20707,Road,COL,45.366666666666674
1414,2012,20708,Home,TOR,37.36666666666667
1415,2012,20708,Road,MTL,37.36666666666667
1416,2012,20709,Home,OTT,47.95000000000001
1417,2012,20709,Road,PHI,47.95000000000001
1418,2012,20710,Home,PIT,49.95
1419,2012,20710,Road,CAR,49.95
1420,2012,20711,Home,WSH,51.46666666666667
1421,2012,20711,Road,BOS,51.46666666666667
1422,2012,20712,Home,TBL,52.43333333333334
1423,2012,20712,Road,FLA,52.43333333333334
1424,2012,20713,Home,CBJ,55.16666666666667
1425,2012,20713,Road,NSH,55.16666666666667
1426,2012,20714,Home,NYR,44.05
1427,2012,20714,Road,NJD,44.05
1428,2012,20715,Home,COL,52.81666666666668
1429,2012,20715,Road,MIN,52.81666666666668
1430,2012,20716,Home,STL,51.483333333333334
1431,2012,20716,Road,CHI,51.483333333333334
1432,2012,20717,Home,DAL,47.45000000000001
1433,2012,20717,Road,DET,47.45000000000001
1434,2012,20718,Home,EDM,49.38333333333334
1435,2012,20718,Road,VAN,49.38333333333334
1436,2012,20719,Home,ANA,50.016666666666666
1437,2012,20719,Road,PHX,50.016666666666666
1438,2012,20720,Home,LAK,57.68333333333333
1439,2012,20720,Road,SJS,57.68333333333333
1440,2012,30111,Home,PIT,46.78333333333333
1441,2012,30111,Road,NYI,46.78333333333333
1442,2012,30112,Home,PIT,44.983333333333334
1443,2012,30112,Road,NYI,44.983333333333334
1444,2012,30113,Home,NYI,56.18333333333334
1445,2012,30113,Road,PIT,56.18333333333334
1446,2012,30114,Home,NYI,47.85000000000001
1447,2012,30114,Road,PIT,47.85000000000001
1448,2012,30115,Home,PIT,50.71666666666667
1449,2012,30115,Road,NYI,50.71666666666667
1450,2012,30116,Home,NYI,61.58333333333333
1451,2012,30116,Road,PIT,61.58333333333333
1452,2012,30121,Home,MTL,44.66666666666667
1453,2012,30121,Road,OTT,44.66666666666667
1454,2012,30122,Home,MTL,48.16666666666667
1455,2012,30122,Road,OTT,48.16666666666667
1456,2012,30123,Home,OTT,36.33333333333333
1457,2012,30123,Road,MTL,36.33333333333333
1458,2012,30124,Home,OTT,55.06666666666667
1459,2012,30124,Road,MTL,55.06666666666667
1460,2012,30125,Home,MTL,45.53333333333334
1461,2012,30125,Road,OTT,45.53333333333334
1462,2012,30131,Home,WSH,43.583333333333336
1463,2012,30131,Road,NYR,43.583333333333336
1464,2012,30132,Home,WSH,56.56666666666668
1465,2012,30132,Road,NYR,56.56666666666668
1466,2012,30133,Home,NYR,45.03333333333334
1467,2012,30133,Road,WSH,45.03333333333334
1468,2012,30134,Home,NYR,51.11666666666666
1469,2012,30134,Road,WSH,51.11666666666666
1470,2012,30135,Home,WSH,60.800000000000004
1471,2012,30135,Road,NYR,60.800000000000004
1472,2012,30136,Home,NYR,50.18333333333333
1473,2012,30136,Road,WSH,50.18333333333333
1474,2012,30137,Home,WSH,53.36666666666667
1475,2012,30137,Road,NYR,53.36666666666667
1476,2012,30141,Home,BOS,46.86666666666667
1477,2012,30141,Road,TOR,46.86666666666667
1478,2012,30142,Home,BOS,51.63333333333333
1479,2012,30142,Road,TOR,51.63333333333333
1480,2012,30143,Home,TOR,43.91666666666667
1481,2012,30143,Road,BOS,43.91666666666667
1482,2012,30144,Home,TOR,59.13333333333333
1483,2012,30144,Road,BOS,59.13333333333333
1484,2012,30145,Home,BOS,52.366666666666674
1485,2012,30145,Road,TOR,52.366666666666674
1486,2012,30146,Home,TOR,54.38333333333333
1487,2012,30146,Road,BOS,54.38333333333333
1488,2012,30147,Home,BOS,56.466666666666676
1489,2012,30147,Road,TOR,56.466666666666676
1490,2012,30151,Home,CHI,65.03333333333333
1491,2012,30151,Road,MIN,65.03333333333333
1492,2012,30152,Home,CHI,48.9
1493,2012,30152,Road,MIN,48.9
1494,2012,30153,Home,MIN,33.666666666666664
1495,2012,30153,Road,CHI,33.666666666666664
1496,2012,30154,Home,MIN,44.85
1497,2012,30154,Road,CHI,44.85
1498,2012,30155,Home,CHI,52.483333333333334
1499,2012,30155,Road,MIN,52.483333333333334
1500,2012,30161,Home,ANA,47.81666666666667
1501,2012,30161,Road,DET,47.81666666666667
1502,2012,30162,Home,ANA,30.233333333333338
1503,2012,30162,Road,DET,30.233333333333338
1504,2012,30163,Home,DET,39.63333333333333
1505,2012,30163,Road,ANA,39.63333333333333
1506,2012,30164,Home,DET,68.65
1507,2012,30164,Road,ANA,68.65
1508,2012,30165,Home,ANA,49.78333333333333
1509,2012,30165,Road,DET,49.78333333333333
1510,2012,30166,Home,DET,57.83333333333334
1511,2012,30166,Road,ANA,57.83333333333334
1512,2012,30167,Home,ANA,49.050000000000004
1513,2012,30167,Road,DET,49.050000000000004
1514,2012,30171,Home,VAN,46.900000000000006
1515,2012,30171,Road,SJS,46.900000000000006
1516,2012,30172,Home,VAN,53.71666666666667
1517,2012,30172,Road,SJS,53.71666666666667
1518,2012,30173,Home,SJS,43.8
1519,2012,30173,Road,VAN,43.8
1520,2012,30174,Home,SJS,60.56666666666666
1521,2012,30174,Road,VAN,60.56666666666666
1522,2012,30181,Home,STL,61.23333333333334
1523,2012,30181,Road,LAK,61.23333333333334
1524,2012,30182,Home,STL,46.41666666666667
1525,2012,30182,Road,LAK,46.41666666666667
1526,2012,30183,Home,LAK,44.63333333333334
1527,2012,30183,Road,STL,44.63333333333334
1528,2012,30184,Home,LAK,51.533333333333346
1529,2012,30184,Road,STL,51.533333333333346
1530,2012,30185,Home,STL,63.733333333333334
1531,2012,30185,Road,LAK,63.733333333333334
1532,2012,30186,Home,LAK,56.2
1533,2012,30186,Road,STL,56.2
1534,2012,30211,Home,PIT,45.666666666666664
1535,2012,30211,Road,OTT,45.666666666666664
1536,2012,30212,Home,PIT,45.81666666666668
1537,2012,30212,Road,OTT,45.81666666666668
1538,2012,30213,Home,OTT,70.68333333333334
1539,2012,30213,Road,PIT,70.68333333333334
1540,2012,30214,Home,OTT,47.70000000000001
1541,2012,30214,Road,PIT,47.70000000000001
1542,2012,30215,Home,PIT,43.08333333333334
1543,2012,30215,Road,OTT,43.08333333333334
1544,2012,30221,Home,BOS,63.866666666666674
1545,2012,30221,Road,NYR,63.866666666666674
1546,2012,30222,Home,BOS,46.11666666666667
1547,2012,30222,Road,NYR,46.11666666666667
1548,2012,30223,Home,NYR,54.18333333333333
1549,2012,30223,Road,BOS,54.18333333333333
1550,2012,30224,Home,NYR,53.86666666666667
1551,2012,30224,Road,BOS,53.86666666666667
1552,2012,30225,Home,BOS,52.4
1553,2012,30225,Road,NYR,52.4
1554,2012,30231,Home,CHI,50.483333333333334
1555,2012,30231,Road,DET,50.483333333333334
1556,2012,30232,Home,CHI,49.81666666666668
1557,2012,30232,Road,DET,49.81666666666668
1558,2012,30233,Home,DET,43.46666666666667
1559,2012,30233,Road,CHI,43.46666666666667
1560,2012,30234,Home,DET,47.783333333333346
1561,2012,30234,Road,CHI,47.783333333333346
1562,2012,30235,Home,CHI,46.86666666666667
1563,2012,30235,Road,DET,46.86666666666667
1564,2012,30236,Home,DET,46.28333333333333
1565,2012,30236,Road,CHI,46.28333333333333
1566,2012,30237,Home,CHI,50.76666666666667
1567,2012,30237,Road,DET,50.76666666666667
1568,2012,30241,Home,LAK,51.16666666666667
1569,2012,30241,Road,SJS,51.16666666666667
1570,2012,30242,Home,LAK,43.38333333333333
1571,2012,30242,Road,SJS,43.38333333333333
1572,2012,30243,Home,SJS,50.23333333333334
1573,2012,30243,Road,LAK,50.23333333333334
1574,2012,30244,Home,SJS,47.71666666666667
1575,2012,30244,Road,LAK,47.71666666666667
1576,2012,30245,Home,LAK,47.3
1577,2012,30245,Road,SJS,47.3
1578,2012,30246,Home,SJS,47.05
1579,2012,30246,Road,LAK,47.05
1580,2012,30247,Home,LAK,50.266666666666666
1581,2012,30247,Road,SJS,50.266666666666666
1582,2012,30311,Home,PIT,41.88333333333334
1583,2012,30311,Road,BOS,41.88333333333334
1584,2012,30312,Home,PIT,53.06666666666668
1585,2012,30312,Road,BOS,53.06666666666668
1586,2012,30313,Home,BOS,69.13333333333334
1587,2012,30313,Road,PIT,69.13333333333334
1588,2012,30314,Home,BOS,46.86666666666667
1589,2012,30314,Road,PIT,46.86666666666667
1590,2012,30321,Home,CHI,51.3
1591,2012,30321,Road,LAK,51.3
1592,2012,30322,Home,CHI,47.68333333333334
1593,2012,30322,Road,LAK,47.68333333333334
1594,2012,30323,Home,LAK,43.96666666666667
1595,2012,30323,Road,CHI,43.96666666666667
1596,2012,30324,Home,LAK,46.53333333333333
1597,2012,30324,Road,CHI,46.53333333333333
1598,2012,30325,Home,CHI,86.41666666666667
1599,2012,30325,Road,LAK,86.41666666666667
1600,2012,30411,Home,CHI,105.28333333333335
1601,2012,30411,Road,BOS,105.28333333333335
1602,2012,30412,Home,CHI,65.4
1603,2012,30412,Road,BOS,65.4
1604,2012,30413,Home,BOS,45.23333333333334
1605,2012,30413,Road,CHI,45.23333333333334
1606,2012,30414,Home,BOS,59.31666666666666
1607,2012,30414,Road,CHI,59.31666666666666
1608,2012,30415,Home,CHI,52.31666666666666
1609,2012,30415,Road,BOS,52.31666666666666
1610,2012,30416,Home,BOS,48.616666666666674
1611,2012,30416,Road,CHI,48.616666666666674
1612,2013,20001,Home,MTL,40.366666666666674
1613,2013,20001,Road,TOR,40.366666666666674
1614,2013,20002,Home,CHI,46.58333333333334
1615,2013,20002,Road,WSH,46.58333333333334
1616,2013,20003,Home,EDM,45.45
1617,2013,20003,Road,WPG,45.45
1618,2013,20004,Home,PHI,45.216666666666676
1619,2013,20004,Road,TOR,45.216666666666676
1620,2013,20005,Home,DET,42.23333333333334
1621,2013,20005,Road,BUF,42.23333333333334
1622,2013,20006,Home,COL,49.08333333333333
1623,2013,20006,Road,ANA,49.08333333333333
1624,2013,20007,Home,BOS,49.900000000000006
1625,2013,20007,Road,TBL,49.900000000000006
1626,2013,20008,Home,PIT,56.53333333333334
1627,2013,20008,Road,NJD,56.53333333333334
1628,2013,20009,Home,WSH,47.91666666666667
1629,2013,20009,Road,CGY,47.91666666666667
1630,2013,20010,Home,STL,46.50000000000001
1631,2013,20010,Road,NSH,46.50000000000001
1632,2013,20011,Home,MIN,46.06666666666668
1633,2013,20011,Road,LAK,46.06666666666668
1634,2013,20012,Home,DAL,46.983333333333334
1635,2013,20012,Road,FLA,46.983333333333334
1636,2013,20013,Home,PHX,47.183333333333344
1637,2013,20013,Road,NYR,47.183333333333344
1638,2013,20014,Home,SJS,40.033333333333346
1639,2013,20014,Road,VAN,40.033333333333346
1640,2013,20015,Home,BUF,47.866666666666674
1641,2013,20015,Road,OTT,47.866666666666674
1642,2013,20016,Home,NJD,53.06666666666668
1643,2013,20016,Road,NYI,53.06666666666668
1644,2013,20017,Home,CAR,48.0
1645,2013,20017,Road,DET,48.0
1646,2013,20018,Home,CBJ,47.91666666666667
1647,2013,20018,Road,CGY,47.91666666666667
1648,2013,20019,Home,WPG,42.96666666666667
1649,2013,20019,Road,LAK,42.96666666666667
1650,2013,20020,Home,COL,43.783333333333346
1651,2013,20020,Road,NSH,43.783333333333346
1652,2013,20021,Home,BOS,51.16666666666667
1653,2013,20021,Road,DET,51.16666666666667
1654,2013,20022,Home,TOR,50.43333333333333
1655,2013,20022,Road,OTT,50.43333333333333
1656,2013,20023,Home,MTL,35.550000000000004
1657,2013,20023,Road,PHI,35.550000000000004
1658,2013,20024,Home,NYI,55.5
1659,2013,20024,Road,CBJ,55.5
1660,2013,20025,Home,PIT,53.11666666666667
1661,2013,20025,Road,BUF,53.11666666666667
1662,2013,20026,Home,CHI,50.58333333333334
1663,2013,20026,Road,TBL,50.58333333333334
1664,2013,20027,Home,STL,41.95
1665,2013,20027,Road,FLA,41.95
1666,2013,20028,Home,DAL,52.800000000000004
1667,2013,20028,Road,WSH,52.800000000000004
1668,2013,20029,Home,MIN,50.099999999999994
1669,2013,20029,Road,ANA,50.099999999999994
1670,2013,20030,Home,VAN,38.08333333333333
1671,2013,20030,Road,EDM,38.08333333333333
1672,2013,20031,Home,SJS,51.38333333333333
1673,2013,20031,Road,PHX,51.38333333333333
1674,2013,20032,Home,CAR,47.88333333333333
1675,2013,20032,Road,PHI,47.88333333333333
1676,2013,20033,Home,WPG,48.35
1677,2013,20033,Road,ANA,48.35
1678,2013,20034,Home,CGY,51.233333333333334
1679,2013,20034,Road,VAN,51.233333333333334
1680,2013,20035,Home,EDM,49.46666666666667
1681,2013,20035,Road,NJD,49.46666666666667
1682,2013,20036,Home,LAK,48.38333333333334
1683,2013,20036,Road,NYR,48.38333333333334
1684,2013,20037,Home,TOR,50.71666666666667
1685,2013,20037,Road,COL,50.71666666666667
1686,2013,20038,Home,NYI,48.30000000000001
1687,2013,20038,Road,PHX,48.30000000000001
1688,2013,20039,Home,PHI,38.06666666666667
1689,2013,20039,Road,FLA,38.06666666666667
1690,2013,20040,Home,PIT,49.25
1691,2013,20040,Road,CAR,49.25
1692,2013,20041,Home,BUF,50.50000000000001
1693,2013,20041,Road,TBL,50.50000000000001
1694,2013,20042,Home,NSH,45.650000000000006
1695,2013,20042,Road,MIN,45.650000000000006
1696,2013,20043,Home,VAN,55.53333333333334
1697,2013,20043,Road,NJD,55.53333333333334
1698,2013,20044,Home,SJS,53.98333333333334
1699,2013,20044,Road,NYR,53.98333333333334
1700,2013,20045,Home,STL,57.06666666666668
1701,2013,20045,Road,CHI,57.06666666666668
1702,2013,20046,Home,CGY,51.283333333333346
1703,2013,20046,Road,MTL,51.283333333333346
1704,2013,20047,Home,LAK,48.31666666666666
1705,2013,20047,Road,OTT,48.31666666666666
1706,2013,20048,Home,BOS,45.650000000000006
1707,2013,20048,Road,COL,45.650000000000006
1708,2013,20049,Home,BUF,50.63333333333333
1709,2013,20049,Road,CBJ,50.63333333333333
1710,2013,20050,Home,WSH,43.76666666666667
1711,2013,20050,Road,CAR,43.76666666666667
1712,2013,20051,Home,DET,52.45
1713,2013,20051,Road,PHX,52.45
1714,2013,20052,Home,TBL,42.61666666666667
1715,2013,20052,Road,FLA,42.61666666666667
1716,2013,20053,Home,NSH,48.083333333333336
1717,2013,20053,Road,TOR,48.083333333333336
1718,2013,20054,Home,MIN,41.1
1719,2013,20054,Road,WPG,41.1
1720,2013,20055,Home,EDM,46.75000000000001
1721,2013,20055,Road,MTL,46.75000000000001
1722,2013,20056,Home,VAN,52.05000000000001
1723,2013,20056,Road,SJS,52.05000000000001
1724,2013,20057,Home,ANA,46.61666666666667
1725,2013,20057,Road,NYR,46.61666666666667
1726,2013,20058,Home,PHI,44.4
1727,2013,20058,Road,PHX,44.4
1728,2013,20059,Home,CAR,48.51666666666667
1729,2013,20059,Road,LAK,48.51666666666667
1730,2013,20060,Home,FLA,49.93333333333333
1731,2013,20060,Road,PIT,49.93333333333333
1732,2013,20061,Home,CHI,49.266666666666666
1733,2013,20061,Road,NYI,49.266666666666666
1734,2013,20062,Home,WPG,44.0
1735,2013,20062,Road,DAL,44.0
1736,2013,20063,Home,CGY,50.61666666666667
1737,2013,20063,Road,NJD,50.61666666666667
1738,2013,20064,Home,TOR,48.56666666666666
1739,2013,20064,Road,EDM,48.56666666666666
1740,2013,20065,Home,DET,44.01666666666667
1741,2013,20065,Road,PHI,44.01666666666667
1742,2013,20066,Home,TBL,44.45000000000001
1743,2013,20066,Road,PIT,44.45000000000001
1744,2013,20067,Home,WSH,51.78333333333334
1745,2013,20067,Road,COL,51.78333333333334
1746,2013,20068,Home,CBJ,47.183333333333344
1747,2013,20068,Road,BOS,47.183333333333344
1748,2013,20069,Home,CHI,44.18333333333333
1749,2013,20069,Road,BUF,44.18333333333333
1750,2013,20070,Home,STL,43.93333333333334
1751,2013,20070,Road,NYR,43.93333333333334
1752,2013,20071,Home,NSH,51.01666666666667
1753,2013,20071,Road,NYI,51.01666666666667
1754,2013,20072,Home,MIN,50.83333333333334
1755,2013,20072,Road,DAL,50.83333333333334
1756,2013,20073,Home,VAN,50.50000000000001
1757,2013,20073,Road,MTL,50.50000000000001
1758,2013,20074,Home,SJS,44.15
1759,2013,20074,Road,OTT,44.15
1760,2013,20075,Home,CAR,39.900000000000006
1761,2013,20075,Road,PHX,39.900000000000006
1762,2013,20076,Home,FLA,54.900000000000006
1763,2013,20076,Road,LAK,54.900000000000006
1764,2013,20077,Home,WPG,0.016666666666666666
1765,2013,20077,Road,NJD,0.016666666666666666
